,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
242,K00270,pdh; phenylalanine dehydrogenase [EC:1.4.1.20],0,0,0,0,0,0
243,K00271,vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23],0,0,0,0,0,0
244,K00272,DDO; D-aspartate oxidase [EC:1.4.3.1],1,1,1,1,1,1
245,K00273,"DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]",1,1,1,1,0,1
246,K00274,"MAO, aofH; monoamine oxidase [EC:1.4.3.4]",1,1,1,1,1,1
247,K00275,"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]",1,1,1,1,1,1
248,K00276,"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",1,1,1,1,1,1
249,K00277,LOX; protein-lysine 6-oxidase [EC:1.4.3.13],1,1,1,1,1,1
250,K00278,nadB; L-aspartate oxidase [EC:1.4.3.16],0,0,0,0,0,0
251,K00279,CKX; cytokinin dehydrogenase [EC:1.5.99.12],0,0,0,0,0,0
252,K00280,LOXL2_3_4; lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-],1,1,1,1,1,1
253,K00281,"GLDC, gcvP; glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]",1,1,1,1,1,1
254,K00282,gcvPA; glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2],0,0,0,0,0,0
255,K00283,gcvPB; glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2],0,0,0,0,0,0
256,K00284,"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]",0,0,0,0,0,0
257,K00285,dadA; D-amino-acid dehydrogenase [EC:1.4.5.1],0,0,0,0,0,0
258,K00286,proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2],1,1,1,1,1,1
259,K00287,"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]",1,1,1,1,1,1
260,K00288,MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],1,1,1,1,1,1
261,K00289,ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6],1,1,1,1,1,1
262,K00290,"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",0,0,0,0,0,0
263,K00293,"LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]",0,0,0,0,0,0
264,K00294,E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88],1,1,1,1,1,1
265,K00295,MTD1; methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15],0,0,0,0,0,0
266,K00296,nos; D-nopaline dehydrogenase [EC:1.5.1.19],0,0,0,0,0,0
267,K00297,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",0,0,0,0,0,0
268,K00298,ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24],0,0,0,0,0,0
269,K00299,"ssuE, msuE; FMN reductase [EC:1.5.1.38]",0,0,0,0,0,0
270,K00300,mtdA; methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-],0,0,0,0,0,0
271,K00301,E1.5.3.1; sarcosine oxidase [EC:1.5.3.1],0,0,0,0,0,0
272,K00302,"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]",0,0,0,0,0,0
273,K00303,"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]",0,0,0,0,0,0
274,K00304,"soxD; sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]",0,0,0,0,0,0
275,K00305,"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]",0,0,0,0,0,0
276,K00306,PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7],1,1,1,1,1,1
277,K00307,BBE1; reticuline oxidase [EC:1.21.3.3],0,0,0,0,0,0
278,K00308,PAOX; N1-acetylpolyamine oxidase [EC:1.5.3.13],1,1,1,1,1,1
279,K00309,dmg; dimethylglycine oxidase [EC:1.5.3.10],0,0,0,0,0,0
280,K00310,SE; pyrimidodiazepine synthase [EC:1.5.4.1],0,0,0,0,0,0
281,K00311,ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],1,1,1,1,1,1
282,K00312,"WNT3; wingless-type MMTV integration site family, member 3",1,1,1,1,1,1
283,K00313,fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-],0,0,0,0,0,0
284,K00314,SARDH; sarcosine dehydrogenase [EC:1.5.8.3],1,1,1,1,1,1
285,K00315,DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4],1,1,1,1,1,1
286,K00316,spdH; spermidine dehydrogenase [EC:1.5.99.6],0,0,0,0,0,0
287,K00317,dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2],0,0,0,0,0,0
288,K00318,"PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]",1,1,1,1,1,1
289,K00319,mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1],0,0,0,0,0,0
290,K00320,"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]",0,0,0,0,0,0
291,K00322,"sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]",0,0,0,0,0,0
292,K00323,NNT; proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1],1,1,1,1,1,1
293,K00324,pntA; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1],0,0,0,0,0,0
294,K00325,pntB; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1],0,0,0,0,0,0
295,K00326,CYB5R; cytochrome-b5 reductase [EC:1.6.2.2],1,1,1,1,1,1
296,K00327,POR; NADPH-ferrihemoprotein reductase [EC:1.6.2.4],1,1,1,1,1,1
297,K00330,nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],0,0,0,0,0,0
298,K00331,nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],0,0,0,0,0,0
299,K00332,nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],0,0,0,0,0,0
300,K00333,nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],0,0,0,0,0,0
301,K00334,nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],0,0,0,0,0,0
302,K00335,nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],0,0,0,0,0,0
303,K00336,nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],0,0,0,0,0,0
304,K00337,nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],0,0,0,0,0,0
305,K00338,nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],0,0,0,0,0,0
306,K00339,nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],0,0,0,0,0,0
307,K00340,nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],0,0,0,0,0,0
308,K00341,nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],0,0,0,0,0,0
309,K00342,nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],0,0,0,0,0,0
310,K00343,nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],0,0,0,0,0,0
311,K00344,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]",1,1,1,1,1,1
312,K00345,"ndhS; NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]",0,0,0,0,0,0
313,K00346,nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],0,0,0,0,0,0
314,K00347,nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1],0,0,0,0,0,0
315,K00348,nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1],0,0,0,0,0,0
316,K00349,nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],0,0,0,0,0,0
317,K00350,nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],0,0,0,0,0,0
318,K00351,nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],0,0,0,0,0,0
319,K00354,E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1],0,0,0,0,0,0
320,K00355,NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],1,1,1,1,1,1
321,K00357,QDPR; dihydropteridine reductase [EC:1.5.1.34],1,1,1,1,1,1
322,K00359,qorA; NADPH:quinone reductase [EC:1.6.5.5],0,0,0,0,0,0
323,K00360,nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-],0,0,0,0,0,0
324,K00361,nasB; nitrite reductase [NAD(P)H] [EC:1.7.1.4],0,0,0,0,0,0
325,K00362,nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15],0,0,0,0,0,0
326,K00363,nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15],0,0,0,0,0,0
327,K00364,"guaC, GMPR; GMP reductase [EC:1.7.1.7]",1,1,1,1,1,1
328,K00365,uaZ; urate oxidase [EC:1.7.3.3],0,0,0,0,0,0
329,K00366,nirA; ferredoxin-nitrite reductase [EC:1.7.7.1],0,0,0,0,0,0
330,K00367,narB; ferredoxin-nitrate reductase [EC:1.7.7.2],0,0,0,0,0,0
331,K00368,nirK; nitrite reductase (NO-forming) [EC:1.7.2.1],0,0,0,0,0,0
332,K00370,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",0,0,0,0,0,0
333,K00371,"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",0,0,0,0,0,0
334,K00372,"nasC, nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]",0,0,0,0,0,0
335,K00373,"narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW",0,0,0,0,0,0
336,K00374,"narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]",0,0,0,0,0,0
337,K00375,K00375; GntR family transcriptional regulator / MocR family aminotransferase,0,0,0,0,0,0
338,K00376,nosZ; nitrous-oxide reductase [EC:1.7.2.4],0,0,0,0,0,0
339,K00378,hox; hydroxylamine oxidase [EC:1.7.2.9],0,0,0,0,0,0
340,K00380,cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2],0,0,0,0,0,0
341,K00381,cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2],0,0,0,0,0,0
342,K00382,"DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]",1,1,1,1,1,1
343,K00383,"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]",1,1,1,1,1,1
344,K00384,"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",0,0,0,0,0,0
345,K00385,asrC; anaerobic sulfite reductase subunit C,0,0,0,0,0,0
346,K00386,sorB; sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1],0,0,0,0,0,0
347,K00387,SUOX; sulfite oxidase [EC:1.8.3.1],1,1,1,1,1,1
348,K00389,yidH; inner membrane protein YidH,0,0,0,0,0,0
349,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],0,0,0,0,0,0
350,K00392,sir; sulfite reductase (ferredoxin) [EC:1.8.7.1],0,0,0,0,0,0
351,K00394,"aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]",0,0,0,0,0,0
352,K00395,"aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]",0,0,0,0,0,0
353,K00399,mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],0,0,0,0,0,0
354,K00400,"K00400; methyl coenzyme M reductase system, component A2",0,0,0,0,0,0
355,K00401,mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],0,0,0,0,0,0
356,K00402,mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],0,0,0,0,0,0
357,K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],0,0,0,0,0,0
358,K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,0,0,0,0,0,0
359,K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,0,0,0,0,0,0
360,K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,0,0,0,0,0,0
361,K00408,"WNT4; wingless-type MMTV integration site family, member 4",1,1,1,1,1,1
362,K00410,fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,0,0,0,0,0,0
363,K00411,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]",1,1,1,1,1,1
364,K00412,"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",1,1,1,1,1,1
365,K00413,"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit",1,1,1,1,1,1
366,K00414,"QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1",1,1,1,1,1,1
367,K00415,"QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2",1,1,1,1,1,1
368,K00416,"QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6",1,1,1,1,1,1
369,K00417,"QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7",1,1,1,1,1,1
370,K00418,"QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8",1,1,1,1,1,1
371,K00419,"QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9",1,1,1,1,1,1
372,K00420,"QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10",1,1,1,1,1,1
373,K00421,lccA; laccase [EC:1.10.3.2],0,0,0,0,0,0
374,K00422,E1.10.3.1; polyphenol oxidase [EC:1.10.3.1],0,0,0,0,0,0
375,K00423,E1.10.3.3; L-ascorbate oxidase [EC:1.10.3.3],0,0,0,0,0,0
376,K00424,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],0,0,0,0,0,0
377,K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],0,0,0,0,0,0
378,K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],0,0,0,0,0,0
379,K00427,"lldP, lctP; L-lactate permease",0,0,0,0,0,0
380,K00428,E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5],0,0,0,0,0,0
381,K00430,E1.11.1.7; peroxidase [EC:1.11.1.7],0,0,0,0,0,0
382,K00431,TPO; thyroid peroxidase [EC:1.11.1.8],1,1,1,1,1,1
383,K00432,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",1,1,1,1,1,1
384,K00433,cpo; non-heme chloroperoxidase [EC:1.11.1.10],0,0,0,0,0,0
385,K00434,E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11],0,0,0,0,0,0
386,K00435,hemQ; hydrogen peroxide-dependent heme synthase [EC:1.3.98.5],0,0,0,0,0,0
387,K00436,hoxH; NAD-reducing hydrogenase large subunit [EC:1.12.1.2],0,0,0,0,0,0
388,K00437,hydB; [NiFe] hydrogenase large subunit [EC:1.12.2.1],0,0,0,0,0,0
389,K00440,frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1],0,0,0,0,0,0
390,K00441,frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],0,0,0,0,0,0
391,K00442,frhD; coenzyme F420 hydrogenase subunit delta,0,0,0,0,0,0
392,K00443,frhG; coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1],0,0,0,0,0,0
393,K00444,"WNT5; wingless-type MMTV integration site family, member 5",1,1,1,1,1,1
394,K00445,"WNT6; wingless-type MMTV integration site family, member 6",1,1,1,1,1,1
395,K00446,"dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]",0,0,0,0,0,0
396,K00448,"pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",0,0,0,0,0,0
397,K00449,"pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",0,0,0,0,0,0
398,K00450,"E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]",0,0,0,0,0,0
399,K00451,"HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]",1,1,1,1,1,1
400,K00452,"HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]",1,1,1,1,1,1
401,K00453,"TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]",1,1,1,1,1,1
402,K00454,LOX2S; lipoxygenase [EC:1.13.11.12],0,0,0,0,0,0
403,K00455,"hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]",0,0,0,0,0,0
404,K00456,CDO1; cysteine dioxygenase [EC:1.13.11.20],1,1,1,1,1,1
405,K00457,"HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]",1,1,1,1,1,1
406,K00458,ALOX12; arachidonate 12-lipoxygenase [EC:1.13.11.31],1,1,1,1,1,1
407,K00459,"ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]",0,0,0,0,0,0
408,K00460,ALOX15; arachidonate 15-lipoxygenase [EC:1.13.11.33],1,1,1,1,1,1
409,K00461,ALOX5; arachidonate 5-lipoxygenase [EC:1.13.11.34],1,1,1,1,1,1
410,K00462,"bphC; biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]",0,0,0,0,0,0
411,K00463,"IDO, INDO; indoleamine 2,3-dioxygenase [EC:1.13.11.52]",1,1,1,1,1,1
412,K00464,"diox1; all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]",0,0,0,0,0,0
413,K00465,"CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]",0,0,0,0,0,0
414,K00466,iaaM; tryptophan 2-monooxygenase [EC:1.13.12.3],0,0,0,0,0,0
415,K00467,E1.13.12.4; lactate 2-monooxygenase [EC:1.13.12.4],0,0,0,0,0,0
416,K00468,davB; lysine 2-monooxygenase [EC:1.13.12.2],0,0,0,0,0,0
417,K00469,MIOX; inositol oxygenase [EC:1.13.99.1],1,1,1,1,1,1
418,K00471,BBOX1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1],1,1,1,1,1,1
419,K00472,P4HA; prolyl 4-hydroxylase [EC:1.14.11.2],1,1,1,1,1,1
420,K00473,"PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]",1,1,1,1,1,1
421,K00474,TMLHE; trimethyllysine dioxygenase [EC:1.14.11.8],1,1,1,1,1,1
422,K00475,F3H; naringenin 3-dioxygenase [EC:1.14.11.9],0,0,0,0,0,0
423,K00476,ASPH; aspartate beta-hydroxylase [EC:1.14.11.16],1,1,1,1,1,1
424,K00477,PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18],1,1,1,1,1,1
425,K00478,HR; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65],1,1,1,1,1,1
426,K00479,"gbcA, bmoA; glycine betaine monooxygenase A [EC:1.14.13.251]",0,0,0,0,0,0
427,K00480,E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1],0,0,0,0,0,0
428,K00481,pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],0,0,0,0,0,0
429,K00483,hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9],0,0,0,0,0,0
430,K00484,hpaC; flavin reductase (NADH) [EC:1.5.1.36],0,0,0,0,0,0
431,K00485,FMO; dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-],1,1,1,1,1,1
432,K00486,KMO; kynurenine 3-monooxygenase [EC:1.14.13.9],1,1,1,1,1,1
433,K00487,CYP73A; trans-cinnamate 4-monooxygenase [EC:1.14.14.91],0,0,0,0,0,0
434,K00488,CYP27A1; cholestanetriol 26-monooxygenase [EC:1.14.15.15],1,1,1,1,1,1
435,K00489,CYP7A1; cholesterol 7alpha-monooxygenase [EC:1.14.14.23],1,1,1,1,1,1
436,K00490,CYP4F; cytochrome P450 family 4 subfamily F [EC:1.14.14.1],0,0,1,1,1,1
437,K00491,"nos; nitric-oxide synthase, bacterial [EC:1.14.14.47]",0,0,0,0,0,0
438,K00492,"tmuM; 1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]",0,0,0,0,0,0
439,K00493,XANG; xanthocillin biosynthesis cytochrome P450 monooxygenase [EC:1.14.-.-],0,0,0,0,0,0
440,K00494,luxA; alkanal monooxygenase alpha chain [EC:1.14.14.3],0,0,0,0,0,0
441,K00495,CYP71AN24; phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44],0,0,0,0,0,0
442,K00496,"alkB1_2, alkM; alkane 1-monooxygenase [EC:1.14.15.3]",0,0,0,0,0,0
443,K00497,CYP11B1; steroid 11beta-monooxygenase [EC:1.14.15.4],1,1,1,1,1,1
444,K00498,CYP11A; cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6],1,1,1,1,1,1
445,K00499,CMO; choline monooxygenase [EC:1.14.15.7],0,0,0,0,0,0
446,K00500,"phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]",1,1,1,1,1,1
447,K00501,TH; tyrosine 3-monooxygenase [EC:1.14.16.2],1,1,1,1,1,1
448,K00502,TPH1_2; tryptophan 5-monooxygenase [EC:1.14.16.4],1,1,1,1,1,1
449,K00503,DBH; dopamine beta-monooxygenase [EC:1.14.17.1],1,1,1,1,1,1
450,K00504,PHM; peptidylglycine monooxygenase [EC:1.14.17.3],0,0,0,0,0,0
451,K00505,TYR; tyrosinase [EC:1.14.18.1],1,1,1,1,1,1
452,K00506,TYRP1; tyrosinase-related protein 1 [EC:1.14.18.-],1,1,1,1,1,1
453,K00507,"SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]",1,1,1,1,1,1
454,K00508,E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3],0,0,0,0,0,0
455,K00509,"PTGS1, COX1; prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]",1,1,1,1,1,1
456,K00510,HMOX1; heme oxygenase 1 [EC:1.14.14.18],1,1,1,0,1,1
457,K00511,"SQLE, ERG1; squalene monooxygenase [EC:1.14.14.17]",1,1,1,1,1,1
458,K00512,CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32],1,1,1,1,1,1
459,K00513,CYP21A; steroid 21-monooxygenase [EC:1.14.14.16],1,1,1,1,1,1
460,K00514,"ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]",0,0,0,0,0,0
461,K00515,"BCMO1, BCDO1; beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]",1,1,1,1,1,1
462,K00516,E1.14.99.55; lytic starch monooxygenase [EC:1.14.99.55],0,0,0,0,0,0
463,K00517,CYP81F; indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-],0,0,0,0,0,0
464,K00518,sodN; nickel superoxide dismutase [EC:1.15.1.1],0,0,0,0,0,0
465,K00520,merA; mercuric reductase [EC:1.16.1.1],0,0,0,0,0,0
466,K00521,E1.16.1.7; ferric-chelate reductase [EC:1.16.1.7],0,0,0,0,0,0
467,K00522,FTH1; ferritin heavy chain [EC:1.16.3.1],1,1,1,1,1,1
468,K00523,"ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]",0,0,0,0,0,0
469,K00524,"nrdJ; ribonucleotide reductase, class II [EC:1.17.4.2]",0,0,0,0,0,0
470,K00525,"E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",0,0,0,0,0,0
471,K00526,"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",0,0,0,0,0,0
472,K00527,rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2],0,0,0,0,0,0
473,K00528,fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1],0,0,0,0,0,0
474,K00529,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],0,0,0,0,0,0
475,K00530,nroR; rubredoxin---NAD(P)+ reductase [EC:1.18.1.4],0,0,0,0,0,0
476,K00531,anfG; nitrogenase delta subunit [EC:1.18.6.1],0,0,0,0,0,0
477,K00532,E1.12.7.2; ferredoxin hydrogenase [EC:1.12.7.2],0,0,0,0,0,0
478,K00533,E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2],0,0,0,0,0,0
479,K00534,E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2],0,0,0,0,0,0
480,K00537,arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1],0,0,0,0,0,0
481,K00540,fqr; F420H(2)-dependent quinone reductase [EC:1.1.98.-],0,0,0,0,0,0
482,K00541,NNMT; nicotinamide N-methyltransferase [EC:2.1.1.1],1,1,1,1,1,1
483,K00542,GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2],1,1,1,1,1,1
484,K00543,ASMT; acetylserotonin O-methyltransferase [EC:2.1.1.4],1,1,1,1,1,1
485,K00544,BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5],1,1,1,1,1,1
486,K00545,COMT; catechol O-methyltransferase [EC:2.1.1.6],1,1,1,1,1,1
487,K00546,HNMT; histamine N-methyltransferase [EC:2.1.1.8],1,1,1,1,1,1
488,K00547,"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]",1,1,1,1,1,1
489,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",1,1,1,1,1,1
490,K00549,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],0,0,0,0,0,0
491,K00550,PLMT; phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71],0,0,0,0,0,0
492,K00551,PEMT; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71],1,1,1,0,1,1
493,K00552,GNMT; glycine N-methyltransferase [EC:2.1.1.20],1,1,1,1,1,1
494,K00553,PNMT; phenylethanolamine N-methyltransferase [EC:2.1.1.28],1,1,1,1,1,1
495,K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],0,0,0,0,0,0
496,K00555,"TRMT1, trm1; tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]",1,1,1,1,1,1
497,K00556,trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34],0,0,0,0,0,0
498,K00557,trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35],0,0,0,0,0,0
499,K00558,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",1,1,1,1,1,1
500,K00559,"SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]",0,0,0,0,0,0
